post_id	title	benefit_text	gor_sa_har_text	featured_image_url	featured_image_path
288502	Torskrygg med nudelsallad	En fräsch och näringsrik rätt där mild torsk möter kryddig nudelsallad med asiatisk twist. Yoghurtsåsen med ingefära och vitlök ger både smak och hälsofördelar. Perfekt som lätt lunch eller middag som känns både fräsch och mättande.	Tillaga risnudlar enligt anvisningarna på förpackningen och skölj dem sedan i kallt vatten. Strimla koriander, röd chili och purjolök och lägg i en skål. Pressa ner lime. Tillsätt risvinäger och sesamolja. Lägg ner nudlarna i skålen och blanda väl. Hetta upp en stekpanna med olivolja. Stek torsken en minut per sida. Strö på salt och peppar. Häll på vatten och ångkoka tills torsken är klar. Blanda ihop alla ingredienser till såsen och strö på salt och peppar. Lägg torsken på tallrikar tillsammans med nudelsallad och en klick sås. Halvera lime och dekorera med.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_1293.jpg	data/images/Torskrygg med nudelsallad.jpg
288437	Stekt kyckling med asiatisk tomatsallad	En smakrik, blodsockerstabil och antiinflammatorisk rätt med asiatisk twist. Kombinationen av varm stekt kyckling och sval tomat- och äppelsallad gör den både fräsch och mättande, med nyttiga fetter och en krämig sesamsås som rundar av.	Skär tomat i mindre bitar och dela cocktailtomater på mitten. Tärna äpple och finstrimla salladslök. Finhacka koriander. Blanda ihop allt i en skål. Blanda honung, äppelcidervinäger, chilikrydda, salt och peppar i en liten skål. Skala och riv vitlök och ingefära. Blanda ner hälften av vitlöken och hälften av ingefäran i vinägretten och rör om. Rör ner vinägretten i tomatsalladen. Lägg kyckling på en skärbräda och strö salt och peppar på båda sidor. Hetta upp en stekpanna med sesamolja. Stek kyckling tillsammans med resten av vitlöken och ingefäran tills den är genomstekt, cirka 3-5 minuter på varje sida (innertemperatur cirka 72°C). Blanda majonnäs, sesamolja och sweet chilisås i en liten skål. Skala och riv ingefära och tillsätt i såsen och toppa den med furekake. Lägg kycklingen i en skål och toppa med korianderkvistar. Servera tillsammans med tomatsallad och sesamsås.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_3776.jpg	data/images/Stekt kyckling med asiatisk tomatsallad.jpg
288447	Chokladmuffins	Ett nyttigare muffinsalternativ där banan och mandelmjöl ger både sötma och näring. Kakaon tillför djup chokladsmak utan tillsatt socker, och färska hallon ger syrlig friskhet. Perfekt som fika eller efterrätt med balans mellan njutning och funktion.	Sätt ugnen på 175 grader. Skala bananer och mosa i en bunke. Blanda ner ägg med de mosade bananerna. Tillsätt resterande ingredienser till muffins och blanda till en jämn smet. Fördela smeten i muffinsformar och grädda i ugnen i cirka 20 minuter. Låt svalna innan servering. Pudra florsocker över muffins och servera tillsammans med färska hallon.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_2895.jpg	data/images/Chokladmuffins.jpg
288445	Enchiladas med nötfärs och majs	En färgsprakande texmex-rätt som kombinerar protein från nötfärs, fiber från majs och antioxidanter från paprika och spenat. De kryddiga enchiladasen bakas i ugn och serveras med rostad majs och rödlök – en smakrik rätt med balanserad näring för blodsocker och mättnad.	Sätt ugnen på 200 grader. Skala och finhacka gul lök. Skala och riv vitlök. Skär paprika i små bitar. Hetta upp en stekpappa med olivolja. Fräs lök och vitlök i 1–2 minuter. Lägg i nötfärs och stek tills den är genomstekt. Tillsätt kryddmix och vatten. Låt sjuda 2–3 minuter. Rör ner paprikabitar (Spara cirka ½ dl paprika till topping). Lägg tortillabröd på en ugnsplåt med bakplåtspapper. Lägg på bladspenat och fördela sedan köttfärs över. Rulla ihop och lägg med skarven neråt. Riv ost. Strö ost och paprikabitar ovanpå rullarna. Skala och skär rödlök i klyftor. Dela majskolv på mitten. Lägg rödlöksklyftor och majs runt enchiladas på plåten. Lägg på en liten klick smör på majskolvarna och strö på salt och tajínkrydda. Ställ in i ugnen i cirka 15–20 minuter. Hacka persilja och toppa enchiladas med. Dekorera med persiljekvistar.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_2468.jpg	data/images/Enchiladas med notfars och majs.jpg
288443	Laxbiffar med mango och wasabi	Du får en näringsrik fiskrätt med asiatisk smakprofil, där laxens omega-3 balanseras med söt mango, hetta från chili och syrlig lime. Sockerärtor och wasabiyoghurt lyfter både smak och näring – perfekt för både mage och sinne.	Skär lax i mindre bitar och mixa den i en matberedare eller med en stavmixer. Skala och riv vitlök och ingefära. Finstrimla chili och salladslök. Finhacka koriander. Blanda den mixade laxen med vitlök, ingefära, chili, salladslök, koriander, teriyakisås och sesamolja i bunke. Riv över limezest och strö på salt och peppar. Forma till 2 eller 4 biffar beroende på önskad storlek. Skala mango. Strimla mango och sockerärtor på längden. Finstrimla purjolök. Hetta upp en stekpanna med olivolja. Stek laxbiffarna på medelhög värme i cirka 3–4 minuter per sida tills de får fin yta och är genomstekta. Blanda yoghurt och wasabi i en liten skål. Pressa i limesaft och smaka av med salt och peppar. Lägg upp mango och sockerärtor på tallrikar. Lägg på laxbiffar. Toppa med strimlad purjolök och wasabiyoghurt. Dekorera med limeklyftor och korianderkvistar.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_2512.jpg	data/images/Laxbiffar med mango och wasabi.jpg
288441	Paprikastekt torsk med linssallad och citronyoghurt	En lätt men mättande fiskrätt med antiinflammatoriska kryddor och syrlig citronyoghurt. Linssalladen ger lång mättnad och näring, perfekt för ett balanserat blodsocker och frisk tarmflora.	Skölj linser och lägg i en bunke. Tillsätt olivolja och strö på salt och peppar. Hacka persilja och blanda ner med linserna. Skala och grovhacka rödlök. Dela tomater på mitten. Lägg upp linssallad, rödlök och tomater på ett fat. Lägg torsk på en skärbräda och krydda båda sidor med paprikapulver, spiskummin, salt och peppar. Hetta upp en stekpanna med olivolja. Stek torsk på medelhög värme ett par minuter på båda sidor, tills den får en fin stekyta. Häll vatten i pannan och låt torsken ångkoka klart. Finhacka persilja och blanda i en liten skål tillsammans yoghurt, salt och peppar. Riv ner citronzest och pressa i citronsaft. Lägg färsk bladspenat på ett fat och lägg torsken ovanpå. Servera tillsammans med linssallad och citronyoghurt. Dekorera med myntakvistar och persiljekvistar.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_3439.jpg	data/images/Paprikastekt torsk med linssallad och citronyoghurt.jpg
288435	Köftekyckling med grönsaker och granatäpple	En smakrik och färgstark rätt med Medelhavsinfluenser som kombinerar protein, fiberrika grönsaker och antioxidanter. Perfekt för att balansera blodsockret, stödja tarmhälsa och ge långvarig mättnad.	Strimla kyckling. Skala och riv vitlök. Blanda kyckling, vitlök, köftekrydda och olivolja i en bunke. Strö på salt och peppar och låt stå i 5 minuter. Skala och grovhacka rödlök. Skär blomkål i små buketter. Tärna paprika. Hetta upp en stekpanna med olivolja och stek kyckling i cirka 5 minuter minuter tillsammans med rödlök, blomkål och paprika. Blanda i kokosmjölk. Strö på salt och peppar och rör om ordentligt. Stek på medelvärme ytterligare i några minuter till kycklingen är genomstekt. Kärna ur granatäpple, finhacka persilja och blanda ihop i en liten skål. Lägg yoghurt i en annan liten skål. Placera lite bladspenat på tallrikar och lägg sedan på köftekyckling och grönsaker. Toppa med granatäpple-och persiljeblandning. Servera med en klick grekisk yoghurt.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_0968.jpg	data/images/Koftekyckling med gronsaker och granatapple.jpg
288366	Mexikanskt nötfärsfräs	En smakrik och färgstark rätt där krispiga salladsblad fylls med proteinrikt nötfärsfräs och toppas med en frisk och sötstark yoghurtsås. Bra balans av protein, fibrer och nyttiga kryddor – perfekt för blodsockerkontroll och viktbalans.	Skala och grovhacka gul lök. Skala och riv vitlök. Skär paprika i mindre bitar. Hetta upp en stekpanna med olivolja och lägg i nötfärs, lök och vitlök. Låt stekas på medelvärme under om omrörning tills färsen är genomstekt. Tillsätt paprika, fajitakrydda, vatten, paprikapulver, salt och peppar. Blanda om och låt stekas tills paprikan har mjuknat. Avsluta med att hacka och tillsätta färsk persilja. Blanda grekisk yoghurt, sweet chilisås och saften från lime i en liten skål. Smaka av med salt och peppar. Lägg upp hjärtsalladsblad på tallrikar. Fyll bladen med nötfärsfräs. Servera tillsammans med en klick sweet chiliyoghurt. Dekorera med limeklyftor och persiljekvistar.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_4004.jpg	data/images/Mexikanskt notfarsfras.jpg
288380	Ramensoppa med tofu	Den här ramenrätten kombinerar värmande buljong, proteinrik tofu, nudlar och fiberrika grönsaker. En näringsrik måltid med asiatiska smaker som stärker immunförsvaret, stöder sköldkörteln och balanserar blodsockret – perfekt under kyligare dagar eller när kroppen behöver extra omtanke.	Koka upp en kastrull med vatten och lägg i ägg. Låt koka i 6-7 minuter. Skölj ägget i kallt vatten när det kokat klart. Skala och riv vitlök och ingefära. Strimla purjolök. Hacka grönkål och dela champinjoner i fjärdedelar. Hetta upp en kastrull med olivolja. Fräs vitlök och ingefära i någon minut. Tillsätt purjolök, grönkål och champinjoner. Låt stekas i några minuter på medelhög värme tills grönsakerna börjar mjukna. Häll i vatten och smula ner buljongtärning. Tillsätt soja, ketjap manis, risvinäger och sesamolja. Strö på salt och peppar. Låt koka upp. Sänk värmen och låt soppan sjuda i cirka 5 minuter. Koka ramennudlar enligt anvisningar på förpackningen. Tärna tofu. Skala och dela det kokta ägget på mitten. Skala och finstrimla morot och rättika. Häll upp soppa i skålar. Lägg i ramennudlar och rör om. Toppa med tofu, morot, rättika, algsallad, ägghalva, salladslök och sesamfrön. Servera med teriyakisås.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_0791.jpg	data/images/Ramensoppa med tofu.jpg
288378	Chèvresallad med blodapelsin	En näringstät och färgglad sallad som balanserar fetter, fibrer och vitaminer för blodsockerstabilitet och hormonell hälsa. Perfekt som lätt lunch eller förrätt i en blodsockervänlig livsstil.	Skala och hyvla moroten i på längden. Skiva avokado. Skala och strimla rödlök tunt. Strimla hälften av sockerärtorna på längden. Skala och skär blodapelsin i skivor. Lägg spenat i skålar. Lägg morot, rödlök, avokado, blodapelsin och sockerärtor ovanpå. Skiva chèvreost och lägg i mitten. Toppa med pistagenötter och balsamico. Dekorera med en citronskiva.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_1728.jpg	data/images/Chèvresallad med blodapelsin.jpg
288376	Ugnsbakade ägg med spenat	Ett proteinrikt och järnboostat frukost- eller lunchalternativ med låg kolhydrathalt och bra mättnad. Passar perfekt för hormonbalans, viktreglering och stabil energi hela förmiddagen.	Sätt ugnen på 175 grader. Smörj en liten ugnsform med smör. Knäck i ägg försiktigt i formen så att äggulan är intakt. Rör försiktigt ner mjölk och spenat. Riv över parmesan och strö över salt och peppar. Grädda i ugnen i cirka 10 minuter. Hacka gräslök. Toppa de bakade äggen med gräslök.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_3436.jpg	data/images/Ugnsbakade agg med spenat.jpg
288374	Chiapudding med med apelsin och mynta	En fräsch och mättande frukostpudding som kombinerar antiinflammatoriska ingredienser med blodsockerbalanserande fibrer och frisk citrus. Perfekt som del av en hormonvänlig morgonrutin.	Blanda alla ingredienserna till chiapuddingen i en liten skål på kvällen och låt stå i kylskåpet över natten. Rör om ordentlig innan servering. Skala och skär ut filéer från apelsinen. Finstrimla mynta. Toppa chiapuddingen med apelsinfiléer, färska hallon och mynta.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_3682.jpeg	data/images/Chiapudding med med apelsin och mynta.jpeg
288372	Saffransgröt med bär och granatäpple	En näringsboostad gröt med julig smak från saffran och färgstark topping. Perfekt för en antiinflammatorisk start på dagen med långvarig energi och blodsockerstabilitet.	Blanda ner alla ingredienserna till gröten i en kastrull och koka upp. Låt sjuda i några minuter och rör om då och då. Kärna ur granatäpple. Lägg gröt i en skål. Toppa gröten med granatäpplekärnor, blåbär och hallon. Strö över chiafrön och häll i mjölk.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_3957.jpg	data/images/Saffransgrot med bar och granatapple.jpg
288370	Citronkakor med chiafrön	Dessa citronkakor är ett antiinflammatoriskt och fiberrikt fikaval med fräsch smak och näringsrika frön. Perfekt till eftermiddagskaffet eller som ett energigivande mellanmål.	Sätt ugnen på 180 grader. Blanda chiafrön och vatten i en skål. Låt stå och svälla i 10 minuter. Blanda mandelmjöl, zest från en citron och bakpulver i en bunke och rör om. Rör ner chiablandningen och agavesirap. Blanda om tills det blir en deg. Forma 6 bollar av degen och lägg på en ugnsplåt med bakplåtspapper. Platta till bollarna och strö på vallmofrön. Ställ in i ugnen i 10-15 minuter till kakorna börjar få en gyllenbrun färg. Låt svalna. Förvara resterande kakor i frysen.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_0405.jpg	data/images/Citronkakor med chiafron.jpg
288368	Fläskkarré med fylld sötpotatis och citronsås	Ett näringstätt och mättande mål med balans mellan långsamma kolhydrater, kvalitetsprotein och goda fetter. Fylld sötpotatis ger fibrer och smak, medan keso-citronsåsen tillför friskhet. Perfekt middag för stabilt blodsocker och långvarig energi.	Sätt ugnen på 200 grader. Skölj och nagga sötpotatis. Lägg sötpotatis i en ugnsform med bakplåtspapper och grädda den i ugnen i cirka 1 timme. Hacka persilja och rosmarin. Mosa fetaost i en skål och blanda med persilja, rosmarin, honung, salt och peppar. Ställ fyllning åt sidan. Mixa keso slät med en stavmixer. Lägg i en liten skål och smaksätt med citronsaft, salt och peppar. Lägg fläskkarré på en skärbräda och strö på salt, peppar och timjan på båda sidor. Hetta upp en stekpanna med smör på medelhög värme. Lägg i köttet när pannan är riktigt varm. Stek cirka 3–4 minuter per sida tills de får fin gyllenbrun yta och genomstekta. Fyll sötpotatisen med fetaostfyllningen. Lägg en bädd av spenat på tallrikar. Lägg fläskkarré ovanpå. Servera tillsammans med fylld sötpotatis och citronsås. Dekorera med citronklyftor och rosmarinkvistar.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_2202.jpg	data/images/Flaskkarré med fylld sotpotatis och citronsas.jpg
288363	Riswrap med philadelphiaost och lax	Rulla ihop tunt skivad gurka, krämig färskost och rökt lax i rispapper med smakrik pesto och basilika. Ett fräscht, antiinflammatoriskt och blodsockerstabilt mål – perfekt som lunch eller lätt middag.	Skiva gurka tunt på längden. Blötlägg rispapper en och en i cirka 20 sekunder. Lägg dem sedan omlott två och två på en skärbräda. Lägg gurkskivorna på rad över risbladen. Bred philadelphiaost på gurkskivorna och lägg skivad lax ovanpå. Bred på grön pesto och toppa med basilikablad. Rulla ihop risbladen till en wrap. Blötlägg ändarna av risbladen om det behövs så att wrapen ska hålla ihop. Dela wrap på mitten och lägg upp på fat. Toppa med sesamfrön.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_0375.jpg	data/images/Riswrap med philadelphiaost och lax.jpg
288361	Kycklingbullar med soltorkade tomater	Saftiga kycklingbullar med smak av soltorkade tomater simmar i en krämig gräddsås med grönsaker och örter. En näringsrik och mättande rätt med antiinflammatorisk profil.	Skala och riv vitlök. Skala och finhacka gul lök. Finhacka soltorkade tomater och persilja. Blanda kycklingfärs, ägg, vitlök, gul lök, soltorkade tomater och persilja i en skål. Krydda med örtagårdskrydda, salt och peppar och blanda om ordentligt. Forma små bollar av färsen. Strimla haricots verts och grillad paprika. Skala och grovhacka rödlök. Skala och riv vitlök. Hetta upp olivolja i en stekpanna och stek kycklingbullar på medelhög värme tills de får en fin gyllene yta. Lägg därefter över bullarna i en gryta tillsammans med haricots verts, grillad paprika, rödlök och vitlök. Fräs tillsammans i ett par minuter. Häll i vatten och grädde, smula ner buljongtärningen och låt alltsammans sjuda på låg värme i cirka 10–15 minuter, eller tills kycklingbullarna är helt genomstekta och såsen har tjocknat något. Smaka av med salt och peppar. Grovhacka persilja och tillsätt tillsammans med bladspenat mot slutet av tillagningen. Servera i skålar och riv över parmesanost. Dekorera med persiljekvistar.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_2234.jpg	data/images/Kycklingbullar med soltorkade tomater.jpg
288359	Oneplate ugnsbakad kyckling och rödbetor	En enkel, ugnsbakad allt-i-ett-rätt med saftig kyckling, söta rödbetor och syrlig citron. Toppen med rostade frön ger både crunch och näring – ett perfekt antiinflammatoriskt mål.	Sätt ugnen på 200 grader och klä en ugnsplåt med bakplåtspapper. Skala och skär rödbetor i klyftor och lägg på ena sidan av ugnsplåten. Strö salt, peppar och 1/2 tsk örtagårdskrydda över betorna och ringla över hälften av olivoljan. Skala och riv ner vitlök i en bunke. Tillsätt ketjap manis, salt, peppar och resten av örtagårdskryddan och olivoljan. Lägg ner kyckling i marinaden och blanda om. Skär citron i tunna skivor och lägg på en rad bredvid betorna på ugnsplåten. Lägg kycklinglårfiléer ovanpå citronskivorna. Ställ i ugnen i 20 minuter tills kycklingen är genomstekt. Rosta solrosfrön och pumpakärnor i en torr stekpanna till de får en gyllenbrun färg. Rör om ofta så de inte bränns. Toppa den färdiga kycklingen med rostade frön och kärnor. Dekorera med färsk timjan.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_4059.jpg	data/images/Oneplate ugnsbakad kyckling och rodbetor.jpg
288357	Poke Bowl med pankopanerad tofu	En näringsrik, färgsprakande bowl med proteinrik tofu, fiberrika grönsaker och en krämig chilisås. Perfekt för balanserad mättnad och antiinflammatorisk boost.	Koka quinoa enligt anvisningarna på förpackningen och låt svalna. Strimla vitkål och hacka mynta. Blanda vitkål och mynta med sesamolja, risvinäger, salt och peppar i en skål. Skiva avokado. Skala och finstrimla morot. Strimla salladslök. Skala mango. Skär mango, gurka och tofu i kuber. Häll panko på en tallrik. Vispa upp ägg i en skål och vänd tofu först i ägg och därefter i panko. Hetta upp en stekpanna med olivolja och stek de panerade tofubitarna tills de är gyllenbruna. Skala och riv vitlök. Blanda majonnäs, creme fraiche, srirachasås och vitlök i en liten skål. Kärna ur granatäpple. Lägg quinoa som bas i djupa tallrikar. Lägg sedan på kålsallad, avokado, morot, salladslök, mango, gurka och tofu. Toppa med granatäpplekärnor, inlagd ingefära och sesamfrön. Servera med chilisås.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_0781.jpg	data/images/Poke Bowl med pankopanerad tofu.jpg
288355	Grönsakspankaka med asiatisk sås	Näringstät, glutenfri grönsakspannkaka rik på fibrer och hälsosamma fetter. Serveras med en asiatisk sås som stödjer matsmältningen och ger extra smak och näring.	Skala och riv morot. Riv squash och vitkål. Finhacka purjolök. Blanda squash, morot, vitkål och purjolök i en skål. Pressa ur överflödig vätska med hushållspapper. Tillsätt mandelmjöl, fiberhusk, ägg, salt och peppar. Blanda om ordentligt. Hetta upp en stekpanna med olivolja. Lägg grönsakssmet i stekpannan och platta ut till en pannkaka. Stek på medelvärme i cirka 3-4 minuter på varje sida eller tills pannkakan fått en fin färg och en krispig yta. Vänd pannkakan försiktigt med hjälp av två stekspadar. Skala och riv ingefära. Blanda soja, risvinäger, sesamolja, honung och ingefära i en liten skål och rör om. Finhacka purjolök. Lägg grönsakspannkaka på en tallrik och toppa med sesamfrön och purjolök. Servera med asiatisk sås.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_2381.jpg	data/images/Gronsakspankaka med asiatisk sas.jpg
288349	Vallmogröt med apelsinfiléer	En värmande gröt med frön, havre och citrusfrukt som ger en näringsrik start på dagen. Kombinationen av fibrer, fett och syra skapar ett balanserat mål för energi och blodsockerstabilitet.	Blanda ner alla ingredienserna till gröten i en kastrull och låt koka upp. Låt gröten sjuda i några minuter och rör om då och då. Skär av skalet på apelsinen och skär ut apelsinfiléer. Lägg gröt i en skål. Toppa gröten med apelsin och valnötter. Häll i mjölk och ringla över olivolja.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_3960.jpg	data/images/Vallmogrot med apelsinfiléer.jpg
288347	Kokos- och jordgubbssmoothie med bovetegranola	En krämig smoothie som kombinerar frukt, protein och hälsosamma fetter för att ge en bra start på dagen eller ett återhämtningsmål. Enkel att mixa ihop och full av smak och näring.	Lägg banan, jordgubbar, kokosdryck och yoghurt i en blender och mixa till en slät smoothie. Häll smoothie i ett glas och toppa med granola. Skiva jordgubbe och banan. Dekorera smoothie med skivor av jordgubbe, banan och kokos.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_3698.jpeg	data/images/Kokos- och jordgubbssmoothie med bovetegranola.jpeg
288345	Chiapudding med jordgubbssylt och pistagenötter	En näringstät och lätt frukost eller mellanmål som ger stabil energi och håller blodsockret i schack. Perfekt för dig som vill förbereda något enkelt men kraftfullt i förväg.	Blanda alla ingredienserna till chiapuddingen i en liten skål på kvällen och låt stå i kylskåpet över natten. Rör om ordentlig innan servering. Lägg jordgubbssylt på chiapuddingen. Hacka pistagenötter och strö över. Dekorera med en färsk jordgubbe.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_3662.jpeg	data/images/Chiapudding med jordgubbssylt och pistagenotter.jpeg
288281	Morotskaka med havregryn och chiafrön	En saftig och fiberrik morotskaka som mättar och stillar sötsuget – perfekt till frukost eller fika. Med naturligt sötade ingredienser och näringsrika toppers får du en balanserad bit som både smakar gott och gör gott för kroppen.	Sätt ugnen på 175 grader. Blanda chiafrön och mandelmjölk och i en skål. Låt stå och svälla i 10 minuter. Mosa banan i en bunke. Riv morot. Hacka valnötter. Smält kokosolja i en kastrull. Blanda ner kokosolja, agavesirap, ägg och vaniljpulver i bunken med banan. Tillsätt riven morot, chiablandningen och rör om. Rör ihop havregryn, bakpulver, kanel och salt i en separat bunke. Häll ner de torra ingredienserna i bunken med de blöta ingredienserna. Rör om ordentligt och avsluta med att röra ner de hackade valnötterna. Häll smeten i en bakplåtsklädd ugnsform (cirka 30x10 cm) och ställ in i ugnen i cirka 30 minuter. Låt svalna helt. Blanda ihop philadelphiaost och agavesirap i en skål. Riv ner apelsinzest. Dela kakan i två delar. Bredfrostingen på den undre delen av kakan och lägg sedan på den övre delen.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_0422.jpg	data/images/Morotskaka med havregryn och chiafron.jpg
288279	Entrecote med sparris och ärtpesto	En näringspackad tallrik med saftig entrecote, fräsch sparris och krispiga granatäpplekärnor. Tillsammans med den milda ärtpeston får du en balanserad måltid som främjar både mättnad, matsmältning och antiinflammatorisk effekt.	Lägg entrecote på en skärbräda och strö salt och peppar på båda sidor. Skär av nedre delen på sparris och kärna ut granatäpple. Hetta upp en stekpanna med ½ msk smör. Stek sparris på medelhög värme i cirka 5 minuter. Vänd på sparrisen i pannan då och på. Strö på salt och peppar. Lägg sparris åt sidan och håll den varm under foliepapper. Hetta upp en annan stekpappa med smör. Stek entrecote på hög värme i cirka 2–3 minuter på varje sida. Sänk värmen och lägg i färsk rosmarin i pannan tillsammans med köttet. Stek i ytterligare någon minut (för medium rare). Tag köttet från värmen och låt vila i cirka 5 minuter. Skala och riv vitlök. Lägg ärtor, solrosfrön och vitlök i en bunke. Pressa ner citronsaft. Häll ner olja lite i taget och mixa samtidigt till en slät sås med en stavmixer. Smaka av med salt och svartpeppar. Klyfta citron. Lägg entrecote och sparris på tallrikar. Toppa sparris med granatäpplekärnor. Servera tillsammans med ärtpesto. Dekorera med citronklyftor och rosmarinkvistar.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_4052.jpg	data/images/Entrecote med sparris och artpesto.jpg
288277	Lövbiff med stekta grönsaker och pestoyoghurt	En färgstark rätt med mycket smak, full av protein och grönsaker. Perfekt för dig som vill äta antiinflammatoriskt, näringstätt och samtidigt hålla blodsockret stabilt.	Lägg lövbiff på en skärbräda och strö på salt och peppar på båda sidor. Strimla lövbiff och bacon. Skala och riv vitlök. Skala och grovhacka rödlök. Strimla fänkål och skiva champinjoner. Tärna squash och paprika. Hetta upp en stekpanna med olivolja och lägg i lövbiff, bacon, lök och grönsaker. Strö på salt och svartpeppar. Låt steka under omrörning på medelhög värme till grönsakerna har mjuknat och lövbiff och bacon fått en fin färg. Strimla salvia och strö över. Riv ner citronzest. Blanda grekisk yoghurt, majonnäs, röd pesto och örtagårdskrydda i en liten skål. Smaka av med salt och peppar. Servera lövbiff med bacon och stekta grönsaker tillsammans med en klick pestosås.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_1581.jpg	data/images/Lovbiff med stekta gronsaker och pestoyoghurt.jpg
288275	Laxgratäng med blomkålsmos	En näringstät gratäng med saftig lax och krämigt blomkålsmos full av örter. Perfekt för dig som vill hålla kolhydraterna nere och fylla kroppen med antiinflammatoriska fetter och gröna blad.	Sätt på ugnen på 200 grader. Bryt ner blomkålsbuketter i en kastrull och täck med vatten. Koka blomkål tills den är mjuk. Häll av vattnet. Smula ner buljongtärning. Mixa blomkålen slät med en stavmixer och krydda med salt och peppar. Rör ner creme fraiche. Hacka gräslök och dill och rör ner i moset. Lägg laxfilé på en skärbräda och strö på salt och peppar på båda sidor. Ringla olivolja på botten av en liten ugnsform. Lägg färsk spenat i botten av ugnsformen och laxfilé ovanpå. Lägg blomkålsmos runt om laxen och grädda i ugnen i cirka 20 minuter. Servera fiskgratängen med färsk spenat.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_4016.jpg	data/images/Laxgratang med blomkalsmos.jpg
288273	Tonfisksallad med rödbetsröra	En färgstark och näringstät sallad som kombinerar protein från tonfisk och ägg med rödbetans antioxidanter och nyttiga fetter från avokado. Ett perfekt val för hjärna, hjärta och långvarig mättnad.	Koka ägg i 8–9 minuter tills hårdkokta. Skölj i kallt vatten. Skala och dela ägg på hälften. Koka haricots verts i lättsaltat vatten i cirka 1–2 minuter. Skala och tärna rödbetor smått. Skala och finhacka rödlök. Finhacka persilja. Lägg rödbetor, rödlök, persilja och kapris i en skål. Tillsätt olivolja, salt och peppar och blanda om väl. Skala morot och skär i remsor med en potatisskalare. Skiva avokado. Häll av tonfisk. Skala och strimla rödlök tunt. Lägg en bädd av bladspenat i djupa tallrikar. Lägg på rödbetsröra och tonfisk. Lägg sedan morot, avokado, haricots verts och ägg på tallrikarna. Toppa med strimlad rödlök och furikake. Dekorera med citronklyftor.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_2866.jpg	data/images/Tonfisksallad med rodbetsrora.jpg
288270	Kycklingfärstimbaler med färskost och sweet chili	Smakrika och saftiga timbaler fyllda med het ingefära, krämig färskost och söt chili. Serveras med stekta morotsstrimlor och bladspenat för extra näring. En balanserad rätt som stärker immunförsvaret, ger lång mättnad och stödjer matsmältningen.	Sätt ugnen på 200 grader. Smörj 4 muffinsformar med olivolja. Skala och riv ingefära. Lägg kycklingfärs i en skål och tillsätt ingefära, salt, peppar och örtagårdskrydda. Fyll muffinsformar med färs och gör en fördjupning i mitten. Finhacka paprika och lägg i botten av timbalerna. Blanda färskost och sweet chili i en liten skål. Strö på salt och peppar. Fyll timbalerna med färskostkrämen och toppa med pinjenötter. Ställ in i ugnen i 15 minuter. Skala och hyvla morot. Skala och riv vitlök och ingefära. Hetta upp en stekpanna med olivolja. Stek morot tills den får lite färg. Tillsätt ingefära, vitlök och sesamolja och stek ytterligare i några minuter. Strimla purjolök. Lägg upp timbaler på tallrikar. Lägg sedan upp bladspenat med den stekta moroten ovanpå och toppa med strimlad purjolök. Dekorera med persiljekvistar.	https://functionalfoods.se/wp-content/uploads/2025/06/IMG_1283.jpg	data/images/Kycklingfarstimbaler med farskost och sweet chili.jpg
